id,v1,v2,v3,v4,v5,price,v6,v7,v8,zipcode,made_purchase,income,population
26360,1,2,1,6,2,187,8,1,10,98026,0,36435,36370
45216,1,1,1,4,0,116,0,2,3,98277,0,26539,37484
37709,1,1,1,0,7,91,0,1,8,94705,0,69025,12979
42560,1,2,3,0,0,166,0,1,8,95816,0,40756,16624
38,2,2,1,0,4,199,0,1,8,90048,1,61354,21316
28484,1,3,1,0,5,138,0,5,4,90808,0,40604,40016
13191,1,2,1,0,4,82,0,1,6,93726,0,15576,41140
22761,1,1,1,7,4,89,8,3,4,97222,0,25379,35108
36720,2,2,3,0,2,224,0,1,8,94134,1,24712,38815
21081,2,1,1,0,4,200,0,1,8,95677,0,33968,22675
6660,2,2,1,0,6,111,0,1,8,94545,0,27979,30083
14598,2,2,2,6,5,135,6,1,8,97206,1,24784,48384
40030,2,2,3,0,6,85,0,1,3,95818,0,43653,19960
25025,1,2,1,0,5,200,0,1,8,92882,0,25125,68885
47227,2,2,1,7,3,220,4,2,9,98007,0,38335,24926
6164,2,2,1,0,4,190,0,1,2,91304,0,25531,53194
26057,2,1,1,0,4,118,0,1,9,94114,0,79583,31397
59013,2,2,1,0,2,243,0,1,8,91606,0,19231,45788
53506,2,2,2,7,3,247,0,1,4,98103,0,47853,47019
53111,2,1,1,0,4,203,0,5,9,94506,0,72328,21096
10488,1,3,1,0,6,135,0,1,9,93635,0,17620,38929
7830,2,2,1,0,2,159,0,1,7,92109,0,44856,44012
39127,1,1,1,0,3,224,0,1,8,90034,0,34061,58703
20580,2,3,1,3,6,181,6,1,6,98036,0,30338,36597
39345,2,2,1,0,6,221,0,5,8,90805,1,16863,92991
19193,2,1,1,0,3,101,0,1,9,92037,0,64476,40114
11244,2,1,1,0,4,92,0,1,8,95129,0,45876,39740
46863,1,2,1,0,5,164,0,5,7,90039,1,39001,27049
5607,2,1,1,0,3,210,0,1,4,92236,0,11909,41815
27961,2,2,1,6,0,36,0,1,8,94965,0,68695,10926
30640,2,1,1,4,6,133,0,1,5,97420,0,20553,26761
35940,1,3,1,0,4,70,0,1,1,91767,0,18158,48768
19936,2,2,1,0,3,390,0,1,4,91602,0,47889,17771
29267,1,1,3,0,4,71,0,1,8,95991,1,19409,41309
57171,2,2,1,0,4,200,0,1,5,90011,0,9505,100882
28924,2,2,1,0,3,245,0,1,7,94080,0,31603,65200
53328,2,3,2,7,8,130,7,5,8,98115,1,49162,47611
54770,2,1,2,7,6,103,8,1,4,98208,0,29918,52683
36459,2,-1,1,0,7,200,0,1,3,98329,0,31599,10330
24598,2,1,1,0,4,94,0,5,4,94539,0,50701,51494
8810,2,1,1,0,4,104,0,1,5,94403,1,46432,39720
56016,2,1,1,0,3,96,0,1,3,92832,0,24992,25264
18041,1,3,1,7,8,118,8,3,2,97211,0,29956,32376
3637,2,2,2,7,5,72,0,5,8,98119,0,54053,22360
56757,2,2,1,6,3,209,5,1,8,98007,1,38335,24926
43154,2,2,1,0,3,147,0,1,9,94937,0,47529,1099
8522,1,1,1,2,3,204,6,2,7,98204,0,21316,40843
32894,1,3,1,0,6,133,0,1,8,93590,1,36258,38080
57134,1,1,1,0,3,200,0,1,3,94122,0,41196,57369
35060,1,1,1,0,3,125,0,1,4,90046,0,54707,50499
24223,1,2,1,0,3,205,0,1,8,91364,0,49578,25971
38796,2,2,1,0,3,237,0,1,4,94134,0,24712,38815
19151,2,2,1,0,2,79,0,5,4,94608,1,36714,26288
18426,1,2,1,0,4,141,0,1,5,94608,0,36714,26288
13160,2,-1,1,0,3,200,0,1,10,91306,0,22708,47879
22124,2,1,1,0,6,111,0,1,10,94403,1,46432,39720
58931,1,1,1,0,4,66,0,1,7,94602,0,42325,28553
9233,2,2,1,0,3,121,0,1,4,94109,0,58033,55519
5452,2,2,1,6,0,36,0,1,8,94102,0,30693,25881
8497,2,2,1,0,3,112,0,1,7,92120,1,40340,25131
41312,2,1,1,0,4,103,0,1,9,94066,0,35342,41636
37075,1,2,1,0,2,676,0,1,8,92675,0,38097,35192
53367,2,2,3,0,0,186,0,1,9,92506,0,37286,44704
40292,2,1,1,2,6,119,8,1,4,98683,0,30209,31182
44127,2,1,1,0,5,123,0,1,9,90013,0,24579,10256
31199,2,2,1,0,3,160,0,3,3,94501,1,38185,61639
39502,2,1,1,0,4,200,0,1,1,94025,0,69074,40372
49197,2,2,1,1,2,149,0,5,3,98203,1,28428,35378
47070,1,2,1,4,4,197,5,4,9,97030,0,21664,37723
58655,1,2,1,2,2,348,4,1,3,97008,0,28135,29684
26305,2,2,1,0,7,125,0,1,3,94541,0,24755,61311
18659,1,2,1,0,3,126,0,1,6,94702,0,36181,16324
24511,2,2,1,0,3,185,0,1,6,95054,0,43543,24408
627,1,1,1,0,5,110,0,1,10,92101,0,46294,35914
11005,1,2,1,0,3,85,0,1,9,92807,0,41111,36027
50443,2,1,3,0,3,108,0,1,9,91911,1,19297,81872
13837,2,2,1,6,0,394,0,1,8,95133,0,25466,26867
14312,2,2,1,0,3,82,0,1,7,90404,0,37653,20807
4591,2,1,1,0,5,52,0,1,5,94806,0,22112,59720
14708,2,1,1,0,6,98,0,1,5,92833,0,26093,52232
43820,2,2,1,0,4,112,0,1,8,91737,0,42146,24138
50721,2,1,2,6,7,164,5,3,8,98512,1,29652,29447
29777,2,2,1,0,4,154,0,1,8,91105,0,79727,11401
23216,1,2,1,4,2,293,4,2,7,97203,0,21342,31895
14750,2,1,1,0,3,347,0,1,8,95136,0,37538,42464
6649,2,2,1,0,4,292,0,1,7,91306,0,22708,47879
23340,2,1,1,0,3,194,0,1,9,94043,0,53373,28189
34227,2,2,1,0,5,228,0,1,6,90715,0,23697,20953
12980,1,1,1,0,3,177,0,2,4,95616,1,27145,47995
26616,2,2,1,0,2,194,0,1,9,94538,1,34237,61784
13045,2,3,2,6,5,96,6,3,8,97203,1,21342,31895
30058,1,2,1,2,2,257,4,1,8,97304,0,29881,28871
21178,2,2,1,7,3,114,0,3,4,98105,0,31239,45332
38894,2,1,1,0,5,171,0,1,3,92595,0,24049,30448
22422,2,1,1,2,4,181,6,2,7,97062,1,33260,27625
21269,2,1,1,0,4,94,0,1,3,92603,0,60685,20172
31934,2,2,1,6,0,35,0,1,8,94609,0,34084,21210
44298,1,2,1,0,3,367,0,1,9,95758,0,28949,61155
13230,1,3,1,0,6,158,0,1,8,95608,1,34695,60255
24696,2,2,3,0,4,51,0,1,8,95824,1,12364,29344
15897,1,1,1,0,5,62,0,1,6,95014,0,53549,61521
37692,2,2,1,0,3,274,0,1,7,91786,0,23292,51381
10999,2,3,1,0,6,153,0,1,8,90017,0,17142,23755
51671,2,1,1,4,4,70,6,1,5,98661,0,23078,42097
44665,2,2,1,0,3,200,0,1,4,90006,0,13139,59498
39981,2,1,1,0,3,128,0,1,7,94536,0,37039,69921
36973,2,1,1,0,3,200,0,1,7,91010,0,23264,24708
22269,2,2,1,0,2,200,0,1,4,92028,0,30146,47282
31697,2,2,1,6,0,399,0,1,7,95403,0,30809,44914
52326,2,2,1,0,3,138,0,1,7,94704,0,20430,24906
34801,2,2,2,5,3,242,6,3,3,98371,0,31913,20227
50235,2,-1,1,0,5,200,0,1,3,94550,0,46154,47648
18691,2,2,1,0,3,202,0,3,7,94401,0,32902,36691
42369,1,2,1,0,2,200,0,1,7,93726,0,15576,41140
15853,2,1,1,0,4,88,0,1,4,92120,1,40340,25131
35552,2,2,1,0,2,291,0,1,7,90805,1,16863,92991
28789,2,2,1,6,0,446,0,1,7,94063,0,22108,31497
59817,2,1,1,0,3,259,0,1,9,94087,0,52479,54362
33770,1,1,1,0,4,125,0,1,5,92103,0,50933,31064
54620,2,2,1,0,3,163,0,1,3,95821,0,24557,33190
53943,1,2,1,2,2,257,4,1,9,98045,0,43584,13898
16398,2,2,1,6,3,110,6,3,8,97211,1,29956,32376
19228,1,2,1,7,2,123,0,2,7,98499,1,23138,29829
58950,2,3,1,0,4,198,0,3,7,91403,1,56485,23672
37080,1,2,1,0,3,141,0,3,4,94086,0,47097,45775
56058,2,2,1,0,2,200,0,1,8,92126,0,30040,77860
27901,2,2,2,5,2,160,4,1,7,98042,0,35067,43666
24331,1,3,1,4,5,167,4,1,5,97470,0,20885,19972
39424,2,2,1,0,2,250,0,1,7,91030,0,47043,25747
9111,1,1,1,4,7,104,4,1,3,98403,0,41703,7257
34259,2,3,1,2,7,173,5,1,3,99301,0,19567,71473
14276,2,-1,1,0,4,200,0,1,4,91505,0,37497,31636
57549,2,1,1,0,6,65,0,1,8,95341,1,11893,33713
35961,2,2,1,0,3,200,0,1,8,94536,0,37039,69921
30798,1,3,1,0,4,167,0,5,7,94525,0,43017,3121
24073,1,2,1,0,2,177,0,1,7,94610,1,57078,29978
52635,2,2,1,0,4,219,0,2,3,90048,1,61354,21316
21771,2,2,3,4,3,134,0,1,2,98375,0,26169,27748
17235,2,1,3,0,5,122,0,1,5,92620,0,44488,41443
10204,2,2,1,0,3,131,0,1,8,94122,1,41196,57369
10295,2,2,1,6,0,101,0,1,8,97219,0,43372,39392
28822,2,1,1,0,6,142,0,1,8,91016,1,31749,41985
15125,2,3,1,0,3,200,0,1,7,90250,0,21018,93994
12930,2,2,1,0,4,124,0,1,7,94530,0,44209,24101
40319,1,3,1,0,4,144,0,3,9,92028,0,30146,47282
2850,1,3,2,6,4,210,7,1,8,98178,0,27481,24844
41901,1,2,1,0,3,140,0,1,7,90029,0,18428,40208
21038,2,2,1,0,3,137,0,1,7,90028,0,25363,28151
24448,1,1,1,0,4,85,0,1,4,95403,0,30809,44914
49079,1,1,1,7,0,89,0,5,8,97217,0,28829,31929
54931,2,2,1,6,0,34,0,1,8,92801,0,18703,62859
16890,2,3,1,0,3,170,0,5,7,94523,1,43827,33923
57454,1,2,1,0,3,132,0,1,8,94111,0,86071,3496
43542,2,2,1,6,0,34,0,1,8,94117,0,58310,41568
41030,2,2,1,0,6,120,0,1,7,95616,0,27145,47995
3159,2,2,1,0,5,52,0,1,5,94116,0,41533,45157
23625,1,3,1,0,3,153,0,1,9,94546,0,35705,42650
28563,2,3,1,0,3,271,0,1,9,92701,0,13567,54117
33489,1,2,1,0,4,106,0,1,8,94066,0,35342,41636
41737,2,2,1,0,3,135,0,1,4,94539,0,50701,51494
54732,2,2,1,6,0,34,0,1,8,94609,0,34084,21210
36959,2,-1,1,0,6,200,0,1,8,94118,0,56817,40292
25607,2,2,2,6,2,261,7,1,4,98005,0,47264,17346
32400,2,2,1,0,2,462,0,1,8,92543,0,14425,34406
3496,1,3,1,5,3,328,6,1,7,98155,0,36757,32942
15591,2,1,1,0,4,61,0,1,7,94587,0,29685,70687
23736,1,1,1,0,3,172,0,1,6,91910,0,24667,77320
11819,1,3,1,7,3,120,7,5,9,97202,0,34123,39229
49719,1,2,1,0,3,242,0,1,6,90016,0,18997,47273
9137,2,2,1,0,3,153,0,1,4,93705,0,13843,38600
48014,1,-1,1,0,2,200,0,1,8,98501,0,34166,40035
32679,2,1,2,7,4,120,7,2,4,98072,0,54281,22370
39580,2,1,1,0,6,151,0,1,2,90020,0,26021,39866
10261,2,2,1,6,3,152,7,1,9,98003,0,23884,45131
37830,2,2,1,6,0,351,0,1,4,94112,0,25842,82726
18637,1,2,1,6,4,251,7,1,7,98104,0,29533,12871
43296,2,2,1,0,2,180,0,3,7,94040,1,54558,33852
23839,2,2,1,0,7,200,0,1,8,91040,0,32778,19296
57922,2,2,1,0,3,71,0,1,8,94080,1,31603,65200
57804,2,1,1,0,3,151,0,1,2,93722,1,20444,79727
43422,2,1,1,7,3,227,8,1,4,98101,0,61716,10643
15369,1,2,1,0,3,465,0,1,8,90026,0,24415,68726
13252,2,2,1,0,2,200,0,1,7,91711,0,37047,36011
35434,2,2,1,0,2,202,0,1,7,94133,0,45147,27970
15984,2,2,1,0,3,232,0,1,9,94123,0,94338,24500
31730,2,2,3,4,2,224,0,2,7,97502,0,24282,27993
46918,2,2,3,1,4,118,5,1,3,98541,0,22081,10339
10041,2,1,1,6,4,162,4,2,7,97124,0,32016,48406
24161,2,1,2,7,4,146,8,1,7,98144,0,37648,26429
28173,2,1,1,4,7,74,0,5,8,97741,0,22301,11616
51862,1,3,1,0,7,65,0,1,4,94116,0,41533,45157
55302,1,2,1,0,5,79,0,1,9,95035,0,33711,68178
52689,1,2,1,4,2,400,0,1,7,98012,1,39165,52351
40275,2,2,3,1,2,588,5,1,2,99202,0,16398,20707
56761,2,2,1,0,4,282,0,1,3,90266,0,81090,35324
30851,2,3,1,0,6,72,0,1,9,95901,0,18114,32569
34439,2,2,1,0,6,148,0,1,8,91001,1,41528,37832
20091,1,2,1,0,2,269,0,2,4,90405,1,53431,28560
20747,2,2,1,0,2,262,0,1,8,90250,0,21018,93994
1197,2,2,1,0,3,207,0,5,8,91331,1,14095,100535
30034,2,1,1,0,3,232,0,1,7,90292,0,75095,21536
52028,1,2,1,0,5,116,0,1,8,94578,0,23200,39225
377,2,1,1,0,5,226,0,1,3,94520,0,21096,37489
4304,2,1,1,0,4,108,0,1,10,95133,0,25466,26867
9808,2,2,1,0,4,152,0,1,8,90715,0,23697,20953
46009,2,2,1,0,2,83,0,1,7,95110,0,29505,18739
43909,2,2,1,6,0,35,0,1,8,94105,0,144416,5553
58045,2,2,3,5,2,201,6,1,7,98008,0,44215,24408
27860,2,3,1,0,4,129,0,1,9,94114,0,79583,31397
4443,1,2,1,0,3,225,0,1,4,91405,0,17645,54435
38749,2,2,1,0,3,178,0,1,8,90249,1,23951,26800
45304,1,2,1,0,3,142,0,1,7,90025,1,49246,43555
8188,1,2,1,0,3,296,0,1,3,91737,0,42146,24138
23684,2,3,1,0,5,332,0,1,7,95823,1,16192,74154
13436,1,3,1,4,4,436,3,1,8,98499,1,23138,29829
3462,1,3,1,0,4,78,0,5,7,91307,0,40029,25496
23641,1,2,1,6,2,234,6,1,10,98133,0,29390,46405
3878,2,1,1,0,3,142,0,1,4,94401,0,32902,36691
13489,1,1,1,0,5,116,0,1,7,90640,0,20986,63016
3263,2,1,1,0,3,107,0,1,3,95132,0,32008,40838
40024,2,2,1,0,4,187,0,1,2,91335,0,20674,76616
17779,1,2,1,7,3,288,4,3,7,97214,0,36227,24072
6014,1,2,1,0,4,198,0,1,4,91344,0,30945,52892
4294,1,2,1,0,3,200,0,1,6,90221,0,12489,52446
52569,2,2,1,0,3,200,0,1,8,90650,0,19449,105940
45034,2,2,1,2,2,316,5,2,8,97230,0,22524,40197
48756,1,2,1,0,2,164,0,1,7,91773,0,35084,33441
58638,1,-1,1,0,4,200,0,1,8,97229,0,44657,59983
6186,2,2,1,0,3,147,0,2,7,94114,1,79583,31397
5913,1,1,1,6,4,105,6,1,9,97009,0,31825,7423
47692,1,2,1,6,3,182,0,1,9,98119,0,54053,22360
46840,2,2,1,6,2,143,7,1,7,98144,0,37648,26429
563,1,2,1,0,5,101,0,1,9,90028,0,25363,28151
46509,2,2,1,0,6,135,0,1,9,92025,0,21612,49110
43543,2,3,1,0,9,155,0,1,8,90018,0,16224,48498
37617,1,2,1,0,2,312,0,1,8,91604,1,67802,28468
28708,2,2,2,4,7,91,0,1,8,98363,0,25288,13866
9351,2,-1,1,0,9,200,0,1,8,90291,0,59717,27253
491,2,1,1,0,7,200,0,1,8,92115,0,21011,61084
27009,2,2,1,0,2,346,0,1,7,90247,0,20588,47361
29386,2,2,1,4,2,114,4,1,9,98118,0,27140,43618
23255,2,2,1,0,3,156,0,3,7,90249,0,23951,26800
27736,2,3,1,0,6,121,0,5,6,91316,0,42960,27736
42575,1,3,1,0,4,181,0,1,6,93436,1,22926,54433
3301,1,2,1,0,2,384,0,1,7,95903,0,17778,1981
21176,2,2,1,6,3,191,6,3,4,97202,0,34123,39229
47916,2,1,1,0,3,141,0,1,9,94041,0,59394,13219
49879,2,2,2,6,0,110,0,1,8,97212,0,45848,24433
14190,2,1,1,0,4,200,0,1,9,93611,0,29960,47559
21127,1,2,1,0,3,149,0,1,3,91702,1,17642,60036
51140,2,2,1,0,3,170,0,1,9,94158,0,62385,5219
50953,2,2,1,6,0,34,0,1,8,95037,0,41627,46100
17659,2,1,2,7,4,84,8,3,4,98052,0,51582,59822
8776,1,2,1,0,3,122,0,1,4,94102,0,30693,25881
42013,1,2,1,0,4,436,0,1,2,91340,0,16326,35161
6195,2,2,1,0,2,373,0,1,1,91604,1,67802,28468
2013,1,2,1,7,3,173,5,4,7,97214,1,36227,24072
59639,2,1,1,6,3,142,0,1,5,99208,0,27534,50372
2082,2,2,1,0,3,200,0,1,9,92040,0,27903,41214
20193,2,1,1,0,4,89,0,5,4,91791,0,29182,31796
54603,1,2,3,6,4,167,0,1,8,94565,1,22373,86204
36831,1,2,2,6,6,151,0,1,4,98019,0,39858,10964
17083,2,2,1,0,2,404,0,1,8,92843,0,17186,44351
44023,1,2,1,0,3,200,0,1,7,91205,0,19666,38504
49766,1,2,1,0,4,108,0,1,8,90046,0,54707,50499
18752,2,2,1,0,4,125,0,1,8,94403,0,46432,39720
29389,1,3,1,0,5,200,0,1,4,93612,0,18678,34415
41609,2,1,1,0,6,129,0,3,7,91723,0,24301,19778
38272,2,-1,1,0,3,200,0,1,8,97035,0,45633,23925
38418,2,2,1,0,3,264,0,1,3,90706,0,20397,76989
58340,2,1,1,2,5,219,0,5,3,97212,1,45848,24433
24744,1,2,1,0,3,71,0,1,2,94607,1,24142,25107
7124,2,2,1,6,0,35,0,1,8,95624,0,29126,62335
31382,2,1,1,0,3,185,0,1,7,94521,1,38939,41354
13428,1,2,1,6,3,200,0,2,7,97211,0,29956,32376
29018,1,2,1,0,4,117,0,1,4,94704,0,20430,24906
22086,2,2,1,0,2,203,0,1,8,94041,0,59394,13219
58661,1,3,1,0,7,194,0,1,7,90404,0,37653,20807
23165,2,2,1,4,2,456,4,1,10,98012,1,39165,52351
13675,2,2,3,5,2,317,0,1,1,97006,1,27515,65482
37181,1,2,1,0,3,138,0,5,7,94063,0,22108,31497
8145,1,2,1,0,3,157,0,3,7,91748,1,25914,46966
57709,1,2,1,0,2,299,0,1,3,92507,0,16468,54152
30724,2,1,1,0,4,200,0,1,8,92127,0,50178,40246
9727,1,1,1,0,6,75,0,3,3,90028,0,25363,28151
37094,2,2,3,0,4,57,0,1,8,92251,1,19784,21858
58808,2,2,1,0,2,311,0,1,4,90278,0,49391,40574
39889,2,2,1,0,6,173,0,1,8,90063,0,12648,54160
24986,1,2,1,5,2,230,5,1,7,98105,0,31239,45332
19285,2,2,1,0,6,75,0,1,8,95841,1,20499,18612
49816,2,2,1,0,6,67,0,1,8,92241,0,20330,9378
8578,1,2,1,6,2,200,0,1,7,98037,0,28077,27546
11500,2,2,1,0,3,106,0,5,7,94960,1,62243,15986
53480,1,2,1,0,4,206,0,1,9,94580,0,25334,28701
18376,1,2,1,0,3,129,0,5,9,94597,0,52402,20070
21666,2,1,1,7,3,137,8,1,4,98102,0,55079,22493
46751,1,2,1,0,4,148,0,1,4,94117,0,58310,41568
11532,2,2,1,5,5,121,5,1,8,98125,0,35772,36644
1060,2,2,3,4,6,118,6,5,7,99223,1,37106,29918
24247,2,1,1,0,5,119,0,1,8,92708,0,33900,56510
28812,1,2,1,6,5,181,5,1,3,98208,1,29918,52683
25155,2,2,2,2,2,523,0,1,3,97222,0,25379,35108
20442,1,2,1,0,4,168,0,1,4,94401,1,32902,36691
51667,1,2,3,0,6,105,0,1,8,94707,1,70264,12324
27137,2,2,1,6,0,34,0,1,8,95403,0,30809,44914
31827,2,2,1,0,2,147,0,2,7,94086,1,47097,45775
57470,1,-1,1,0,3,200,0,1,3,94509,0,22690,62651
46185,2,1,1,0,4,112,0,1,7,94107,0,71298,27856
12454,1,2,1,0,2,181,0,1,9,95608,0,34695,60255
18411,2,2,1,0,3,102,0,1,8,91016,0,31749,41985
57913,2,3,1,0,7,162,0,1,5,94123,0,94338,24500
34872,1,2,1,6,7,135,0,5,8,97214,0,36227,24072
45360,2,2,1,7,3,134,8,1,9,98052,0,51582,59822
22221,2,2,1,0,2,228,0,1,3,92647,1,31110,58081
45858,2,1,1,0,3,54,0,1,8,94043,0,53373,28189
32055,2,2,1,0,3,97,0,1,8,90710,0,24892,26830
54488,1,2,1,0,4,68,0,1,8,95453,0,26677,10701
11047,2,2,3,0,0,107,0,1,8,94118,0,56817,40292
16824,2,2,1,0,3,143,0,3,7,94544,0,22479,76542
5661,2,2,1,6,4,133,5,2,4,97006,1,27515,65482
12548,2,2,1,6,0,34,0,1,8,94530,0,44209,24101
58245,1,3,1,0,4,156,0,1,8,94404,0,53920,34431
17663,2,2,1,0,4,190,0,1,4,90732,1,40282,19651
43275,2,1,1,0,4,87,0,1,8,94538,0,34237,61784
46833,2,2,1,0,2,95,0,2,8,94102,1,30693,25881
6284,1,1,3,0,6,96,0,1,3,92683,0,22965,90640
14282,2,1,3,0,0,117,0,1,7,95126,0,39987,33711
16126,2,1,1,0,3,149,0,1,8,93308,0,22646,53639
6024,2,2,3,0,8,103,0,1,4,95442,0,47237,3475
7028,1,2,1,4,3,140,0,1,3,97850,1,23033,17095
59079,1,3,2,2,5,198,5,1,3,97266,0,17844,33933
58769,1,3,1,0,4,150,0,1,8,92655,1,17679,9231
8170,2,2,1,5,4,224,7,2,3,98058,0,33763,43971
53955,1,1,1,5,3,200,0,1,7,98101,0,61716,10643
34346,1,2,2,6,6,207,4,1,4,98177,0,53835,18642
23568,1,3,1,0,3,72,0,1,9,92703,0,13635,69952
26806,2,2,1,0,3,222,0,1,8,94134,1,24712,38815
42104,1,2,1,0,3,195,0,1,8,90025,0,49246,43555
4917,2,2,1,0,3,214,0,1,9,94080,0,31603,65200
20221,2,2,1,0,3,156,0,1,6,94702,0,36181,16324
40569,2,2,1,6,3,174,8,5,6,98682,0,22610,55759
18888,2,2,1,0,2,109,0,1,8,94805,0,27802,14232
49553,2,2,3,0,3,78,0,1,8,92029,0,35767,20198
12822,2,3,1,0,5,154,0,1,7,94112,0,25842,82726
29672,1,2,3,5,2,363,3,1,8,97230,1,22524,40197
16449,2,2,1,0,2,189,0,1,7,91387,0,33071,41058
11442,1,2,1,4,3,150,4,1,9,98597,0,22971,21333
56642,2,1,1,0,3,103,0,1,9,94112,0,25842,82726
19170,2,1,1,0,8,200,0,1,6,90806,0,17303,43176
28508,2,1,1,0,4,110,0,1,2,94127,0,63176,19576
1668,2,1,2,1,6,98,7,2,5,97007,0,31486,69469
32618,2,2,1,6,3,121,7,1,9,98249,0,39235,4571
38384,2,-1,1,0,2,200,0,1,8,92084,0,23194,46811
35525,2,2,1,6,0,111,0,1,4,98103,0,47853,47019
19181,1,1,1,7,4,112,8,1,4,98121,0,61431,12183
53090,1,2,1,0,2,101,0,1,4,94612,1,28528,13816
37310,1,3,1,0,4,142,0,1,9,95825,0,25381,31505
18046,2,2,1,6,0,36,0,1,8,94403,0,46432,39720
23127,1,1,1,0,4,129,0,1,3,94553,0,36343,48018
9560,2,2,1,0,3,108,0,1,7,95829,0,26665,25565
51384,1,2,2,6,4,103,7,1,4,98103,0,47853,47019
56777,2,2,1,0,3,80,0,1,4,90201,0,11699,101932
33576,2,1,2,1,5,140,7,5,4,98119,0,54053,22360
19631,2,2,3,0,0,215,0,1,8,92595,0,24049,30448
59366,2,2,1,6,0,439,0,1,4,94546,0,35705,42650
