"id","v1","v2","v3","v4","v5","price","v6","v7","v8","zipcode","income","population"
256,1,2,1,0,3,142,0,1,2,92660,75066,34068
258,1,3,1,0,4,150,0,1,4,94121,44128,42104
260,2,2,1,4,6,129,6,1,7,98374,29649,37619
261,2,2,1,0,2,372,0,1,7,91201,24719,23272
263,2,1,2,6,5,105,6,5,9,97229,44657,59983
264,1,2,3,4,5,172,3,1,8,98203,28428,35378
265,2,2,3,0,5,61,0,1,3,94066,35342,41636
266,2,2,1,0,4,139,0,3,7,90503,35777,46780
270,1,2,2,7,7,107,8,1,7,97213,33436,30186
271,2,2,1,2,3,174,4,3,7,97210,57493,11422
272,2,2,1,0,3,130,0,1,3,92084,23194,46811
277,1,3,2,2,4,147,7,1,8,97006,27515,65482
278,1,2,1,0,3,161,0,1,8,94605,27024,42639
280,2,2,1,0,4,232,0,1,8,90044,12932,87590
281,1,2,1,0,4,233,0,1,7,90302,21718,30502
287,2,2,1,0,3,200,0,1,5,94597,52402,20070
291,2,1,1,0,7,80,0,5,3,94547,36802,24454
292,2,2,1,0,3,284,0,1,7,91401,25395,39466
293,2,3,1,0,4,141,0,3,7,92078,28802,44007
294,1,2,1,4,2,254,6,3,7,97211,29956,32376
295,1,3,1,0,3,152,0,2,9,95003,43093,24430
296,2,2,1,0,3,195,0,1,8,94122,41196,57369
297,1,2,1,4,4,195,4,1,8,97477,20286,36962
298,2,1,1,0,5,54,0,1,6,94044,43956,37943
299,2,2,1,0,4,170,0,1,9,90403,59165,24864
301,1,2,1,6,3,175,0,1,2,98112,71159,21622
303,2,2,2,7,5,92,7,5,6,98112,71159,21622
305,2,1,3,4,6,106,6,3,5,97333,27252,20867
307,2,2,1,0,3,207,0,1,7,90043,24812,43527
308,2,1,1,0,6,160,0,3,6,94585,25406,28823
309,1,2,1,0,2,202,0,1,3,94531,27713,41700
315,2,1,1,0,4,200,0,1,7,94502,56096,13179
316,2,2,1,0,3,196,0,2,6,95816,40756,16624
319,1,3,1,0,6,200,0,1,8,95828,17508,60993
321,2,2,1,6,0,34,0,1,8,94112,25842,82726
329,2,2,1,0,3,200,0,1,4,90046,54707,50499
331,1,3,1,4,3,284,4,3,7,97007,31486,69469
332,2,2,3,0,7,59,0,1,3,91910,24667,77320
333,2,-1,3,0,0,200,0,1,8,90813,12700,59178
335,2,1,1,0,4,127,0,3,4,94952,38223,34039
342,1,1,1,0,3,73,0,1,3,93405,16090,33567
343,2,2,1,0,3,142,0,2,7,94544,22479,76542
345,2,2,1,6,3,158,6,5,8,98117,44466,30719
347,2,2,1,0,3,134,0,1,7,92691,37657,47275
354,2,2,3,0,4,381,0,1,8,90069,82072,20731
356,1,3,1,0,8,91,0,1,2,95125,52052,54200
358,2,2,1,0,2,115,0,1,8,92114,18544,68160
360,2,1,3,0,6,74,0,1,3,95355,25854,59111
362,2,2,1,0,3,89,0,1,7,94404,53920,34431
364,2,1,1,7,4,142,5,1,4,98004,66689,30072
366,2,2,1,0,2,208,0,1,4,92660,75066,34068
370,2,3,1,4,8,141,6,5,8,98011,37695,30069
371,2,2,1,0,4,180,0,1,8,90069,82072,20731
373,2,2,3,6,3,201,7,1,7,98115,49162,47611
380,1,2,1,2,2,236,0,4,2,97330,26929,42120
387,2,1,2,4,5,63,8,5,9,97222,25379,35108
393,2,2,1,0,3,193,0,1,8,92101,46294,35914
395,1,2,1,0,5,90,0,1,7,94608,36714,26288
396,1,2,1,0,3,124,0,1,8,93727,18828,70774
397,1,1,1,0,3,123,0,1,9,90066,39987,59031
399,1,2,1,0,3,221,0,2,7,92555,22901,39748
400,2,2,1,0,3,158,0,1,8,90027,37227,45942
402,2,2,1,0,5,139,0,1,9,90013,24579,10256
403,2,2,1,0,3,57,0,3,7,94025,69074,40372
405,2,2,1,6,6,130,7,5,5,97089,34766,11998
410,1,2,1,0,3,166,0,1,9,90069,82072,20731
416,2,2,1,7,2,190,0,2,4,97210,57493,11422
418,2,2,1,6,0,529,0,1,8,94118,56817,40292
421,2,2,1,0,4,87,0,1,3,90027,37227,45942
422,2,1,3,0,4,104,0,1,8,94040,54558,33852
423,2,1,1,0,8,194,0,1,8,92270,61620,17456
424,2,1,1,0,5,83,0,5,10,95060,34949,46688
425,2,2,1,0,3,68,0,1,4,94114,79583,31397
426,2,1,1,0,3,142,0,3,7,94587,29685,70687
428,2,2,1,6,0,691,0,1,8,94115,67897,33782
431,1,2,1,0,4,73,0,1,7,91316,42960,27736
432,2,2,1,0,3,191,0,1,5,90277,59837,34635
436,1,2,1,0,3,193,0,1,9,93021,35680,35847
444,2,2,1,0,3,166,0,1,7,94607,24142,25107
449,2,1,1,0,3,128,0,1,7,94608,36714,26288
452,1,3,1,0,6,82,0,1,6,90232,41828,15454
454,2,2,1,6,0,113,0,1,4,98007,38335,24926
457,2,1,1,7,4,132,5,3,6,98005,47264,17346
458,2,2,1,0,6,141,0,1,8,94080,31603,65200
459,1,3,1,0,6,180,0,1,7,91941,36728,32413
460,2,2,1,6,0,36,0,1,8,94303,37272,46357
463,1,3,1,0,7,136,0,1,9,92056,28908,52182
465,1,3,1,0,5,200,0,1,8,91360,39400,43767
467,1,1,2,4,4,96,7,5,4,98112,71159,21622
468,2,3,1,0,5,99,0,2,6,95687,28137,66129
471,1,1,2,6,0,118,0,4,8,98133,29390,46405
476,2,1,2,7,4,200,0,1,8,98052,51582,59822
479,1,3,2,7,6,148,7,2,9,99206,25306,36010
480,1,2,1,0,3,128,0,1,9,92648,50941,45598
485,2,-1,1,0,5,200,0,1,8,92124,35968,30742
489,2,1,1,0,4,92,0,1,8,90025,49246,43555
492,2,1,1,0,4,200,0,1,9,98270,26833,46105
493,1,2,1,0,3,159,0,1,8,95242,33315,25525
494,2,2,1,0,3,103,0,1,7,93449,39375,7746
499,2,1,3,0,3,145,0,1,8,94109,58033,55519
501,2,2,1,6,0,378,0,1,7,94303,37272,46357
503,2,1,1,0,2,200,0,1,9,92277,19644,23691
506,2,2,1,0,3,121,0,1,8,91770,18311,62489
509,2,2,1,0,6,140,0,1,7,94063,22108,31497
512,2,1,1,0,5,176,0,2,4,94580,25334,28701
513,2,2,3,4,4,200,0,1,4,94117,58310,41568
514,1,1,1,0,4,88,0,1,3,93618,13752,29022
516,2,1,1,0,6,93,0,1,8,94019,51792,18199
519,1,1,1,0,3,122,0,1,7,94536,37039,69921
520,2,2,1,0,2,109,0,1,3,91345,22802,18254
526,2,1,1,0,3,127,0,3,7,94112,25842,82726
527,2,1,1,0,4,126,0,1,3,92807,41111,36027
531,1,2,1,0,3,71,0,1,6,92543,14425,34406
532,2,2,1,0,2,270,0,1,2,92037,64476,40114
536,2,2,1,0,2,268,0,1,4,93065,38257,71899
545,2,2,3,0,6,76,0,1,8,90002,10705,49475
547,2,2,1,6,3,90,8,4,10,97218,22946,15252
549,2,2,1,0,3,154,0,2,7,91733,13789,43593
550,2,-1,3,0,0,200,0,1,8,92026,25525,49537
554,1,2,1,2,2,314,3,1,6,98499,23138,29829
556,2,1,3,0,0,89,0,1,10,92505,19267,49435
558,2,2,1,0,0,147,0,1,9,91745,28315,55776
559,2,1,1,0,4,200,0,1,4,92821,34090,37254
560,2,2,1,6,0,387,0,1,7,91786,23292,51381
561,2,1,1,0,6,104,0,1,8,94070,59527,29531
562,1,1,1,0,5,151,0,1,8,92503,19453,90989
566,2,2,1,0,5,171,0,5,4,90026,24415,68726
568,1,2,1,0,3,194,0,1,7,90010,46897,4133
569,2,2,3,0,3,186,0,1,8,90064,54737,26103
571,2,2,1,0,2,236,0,1,9,92154,18071,84060
572,2,2,1,6,0,79,0,1,1,99205,21848,42064
574,2,2,1,0,7,123,0,1,8,92882,25125,68885
576,1,2,1,0,2,135,0,1,8,90047,19552,47533
577,2,1,3,0,3,66,0,1,4,94103,40126,23907
578,2,1,1,0,5,134,0,1,4,90038,21486,29836
579,2,1,1,0,4,52,0,1,7,94087,52479,54362
580,2,2,3,0,2,93,0,1,3,92251,19784,21858
585,1,1,1,7,3,118,0,1,3,98109,57253,22030
586,2,-1,3,0,0,200,0,1,8,94544,22479,76542
595,2,2,1,0,2,125,0,1,6,92553,14088,75024
597,2,1,1,0,5,67,0,5,9,90806,17303,43176
603,1,2,1,0,4,168,0,5,7,90802,32208,39297
605,2,3,1,0,5,123,0,1,4,93535,16269,73606
609,1,1,3,0,5,265,0,1,8,94121,44128,42104
615,1,2,1,6,3,116,0,1,7,98168,21286,33585
616,2,-1,3,0,0,200,0,1,8,97214,36227,24072
617,1,1,1,0,3,152,0,1,7,94609,34084,21210
620,2,2,1,0,2,104,0,1,8,94597,52402,20070
621,2,2,1,4,4,150,4,1,8,98022,33171,21670
623,2,2,1,0,3,146,0,1,4,95051,43487,53152
625,1,2,1,0,3,141,0,1,8,94010,74474,41480
628,2,2,1,0,4,156,0,1,8,95843,24008,46775
629,2,2,1,0,5,60,0,1,9,94114,79583,31397
632,1,1,1,0,5,96,0,1,5,95688,35759,34599
635,1,2,1,7,3,271,5,1,7,98033,58696,32502
637,2,1,1,0,6,100,0,1,3,94404,53920,34431
639,1,1,1,0,4,115,0,1,4,94115,67897,33782
640,2,2,1,0,2,99,0,1,9,94513,33521,55488
641,1,2,1,3,5,167,6,2,3,97302,29610,37969
642,1,2,1,0,2,391,0,1,3,95832,13241,12051
643,1,2,2,7,5,201,7,1,4,98103,47853,47019
644,2,2,1,0,3,184,0,1,4,94043,53373,28189
646,1,2,1,0,7,81,0,1,3,92026,25525,49537
653,2,2,1,0,3,67,0,1,9,94066,35342,41636
655,2,2,2,6,4,123,8,5,10,98102,55079,22493
656,2,2,3,0,4,190,0,1,4,90069,82072,20731
657,2,2,1,6,2,189,0,2,7,98136,49994,14899
661,1,2,1,0,2,379,0,1,7,92582,19557,16580
664,2,2,1,0,3,184,0,1,7,90260,19437,35508
666,2,2,1,0,3,75,0,1,9,95811,30333,7370
668,2,2,3,0,4,176,0,1,8,94942,36419,NA
669,1,-1,2,2,4,200,0,5,3,97471,25945,30300
677,2,2,1,6,2,113,7,5,8,97219,43372,39392
682,2,2,1,0,4,80,0,2,7,90042,22288,60623
684,1,1,2,3,4,89,7,1,9,97302,29610,37969
686,2,2,1,0,4,133,0,1,9,94703,35844,21281
687,2,1,1,0,6,214,0,1,8,91403,56485,23672
690,2,2,1,6,0,432,0,1,8,94132,31418,31080
692,2,1,1,0,5,200,0,1,8,91007,35263,33586
696,2,2,1,0,5,148,0,1,8,95832,13241,12051
701,2,2,1,6,3,119,8,2,8,98033,58696,32502
702,2,1,1,0,4,153,0,5,8,94501,38185,61639
703,2,-1,1,0,4,200,0,1,5,97527,22730,33322
704,1,3,1,0,5,277,0,1,4,94561,27855,37679
713,2,2,1,0,5,111,0,1,1,95030,86419,13791
715,2,2,3,0,6,72,0,1,8,92123,32005,28943
718,2,1,1,0,7,98,0,5,7,90503,35777,46780
719,2,2,1,0,2,650,0,1,2,92373,38534,33891
722,2,2,1,0,3,467,0,1,8,94066,35342,41636
723,1,2,3,0,5,70,0,1,3,92308,21498,39987
724,2,2,1,0,5,200,0,1,8,90210,111364,21548
725,2,2,1,0,2,191,0,1,7,90025,49246,43555
727,1,2,1,0,5,185,0,1,8,90744,14383,57358
728,2,2,1,6,0,35,0,1,8,94112,25842,82726
734,2,2,1,0,2,188,0,1,7,92782,46067,22889
737,2,2,1,5,6,144,3,1,8,97527,22730,33322
738,2,2,1,6,0,34,0,1,8,94103,40126,23907
741,1,2,1,0,3,176,0,1,10,90034,34061,58703
742,1,2,1,0,3,171,0,1,3,95128,37626,35898
743,2,1,1,0,6,156,0,1,7,94568,42534,47384
746,2,2,1,7,2,226,4,1,6,97601,21028,22540
747,2,2,1,0,3,163,0,1,6,94549,69032,27784
748,2,2,1,0,4,136,0,1,9,92883,35017,30364
751,2,1,1,0,3,223,0,1,9,90004,26401,62760
753,2,1,1,0,6,133,0,1,9,92562,30614,62070
754,1,2,3,4,3,231,4,1,8,98422,37179,20711
758,1,3,1,0,8,152,0,1,8,91723,24301,19778
759,2,2,1,0,3,78,0,1,10,95062,32033,36201
764,1,3,2,6,6,123,8,5,7,98178,27481,24844
768,2,2,1,0,2,403,0,1,8,90242,20268,43147
769,2,1,1,0,5,68,0,1,4,95129,45876,39740
774,1,2,1,0,4,145,0,1,7,92882,25125,68885
775,1,1,3,0,4,131,0,1,8,94127,63176,19576
780,1,2,1,0,3,228,0,3,4,95624,29126,62335
782,2,1,1,6,3,227,4,3,8,97301,16057,55437
783,2,1,1,0,4,129,0,2,4,94086,47097,45775
785,1,1,2,7,5,92,8,5,8,98121,61431,12183
787,2,2,1,0,4,109,0,5,7,94110,46951,72128
794,2,2,1,0,2,176,0,1,7,90713,32790,27653
801,2,1,1,0,3,200,0,1,4,92660,75066,34068
802,2,2,1,0,2,195,0,1,8,91107,45308,32415
807,2,1,1,0,4,100,0,1,2,92870,29816,52794
809,2,2,1,7,2,314,4,1,3,98101,61716,10643
812,2,1,1,0,7,120,0,1,7,94545,27979,30083
813,2,2,3,0,6,163,0,1,8,92109,44856,44012
814,2,3,1,0,2,282,0,1,3,92277,19644,23691
817,2,2,3,0,0,164,0,1,8,91106,46599,24355
819,2,2,2,6,3,140,7,3,6,97003,36419,NA
823,2,1,2,4,7,50,8,5,3,97487,23456,7884
825,2,3,1,0,4,70,0,5,8,95111,19067,59521
827,2,-1,3,0,0,200,0,1,4,95030,86419,13791
828,2,1,1,0,6,291,0,1,6,90603,34242,20083
829,1,3,1,0,5,92,0,1,7,94103,40126,23907
831,2,1,2,6,6,102,7,2,8,98250,38162,7929
832,2,1,1,0,4,163,0,1,4,92307,25056,37265
833,1,2,1,0,5,148,0,1,8,94087,52479,54362
837,2,2,1,0,3,200,0,1,9,92627,32208,59488
843,2,1,1,3,3,259,4,1,7,98148,23335,10521
844,2,2,3,0,6,62,0,1,3,93940,38374,33685
845,2,1,1,0,5,73,0,1,8,90006,13139,59498
847,2,2,1,0,2,104,0,1,3,93256,10829,5591
851,1,2,1,0,3,170,0,3,7,90005,18210,39548
852,1,1,1,6,2,171,7,1,7,98119,54053,22360
857,1,2,1,0,2,347,0,1,8,95014,53549,61521
859,1,2,1,0,8,203,0,2,8,90065,26110,45242
860,2,2,1,7,3,119,7,1,8,98109,57253,22030
863,2,1,1,0,5,200,0,1,2,94087,52479,54362
866,1,2,1,0,3,67,0,1,7,95054,43543,24408
868,1,3,1,0,5,345,0,1,5,95842,19626,31689
871,1,2,3,6,3,170,0,1,8,94403,46432,39720
874,1,-1,1,0,6,200,0,1,8,95821,24557,33190
875,2,2,1,0,2,136,0,1,6,92301,11131,32222
878,2,1,1,0,5,95,0,2,9,91605,16886,55793
881,2,1,1,0,4,61,0,1,6,94538,34237,61784
883,2,2,1,0,3,190,0,1,9,92233,9630,10578
889,2,1,3,4,2,200,0,3,7,97038,23935,15085
891,1,2,1,3,2,200,0,1,10,98406,31532,22313
892,2,2,1,6,0,36,0,1,8,94539,50701,51494
893,2,1,1,0,3,73,0,1,7,94158,62385,5219
895,1,3,1,0,4,200,0,1,7,90731,24750,61432
898,1,3,1,4,5,142,4,3,8,97338,23125,20176
899,1,2,1,6,3,108,0,3,8,97239,52994,15530
901,2,2,3,0,4,249,0,1,10,94117,58310,41568
904,1,1,1,0,4,153,0,5,7,91030,47043,25747
912,1,2,1,6,4,234,0,4,7,97214,36227,24072
913,2,2,1,0,3,292,0,1,8,94806,22112,59720
914,2,2,1,0,2,468,0,1,4,92122,39636,45556
919,2,-1,3,0,0,200,0,1,8,97007,31486,69469
921,2,1,1,0,6,55,0,1,4,92549,32968,2157
924,2,2,1,0,5,100,0,5,3,90026,24415,68726
925,2,1,1,0,3,80,0,1,4,94805,27802,14232
928,2,1,1,0,3,156,0,3,2,90291,59717,27253
930,2,2,1,0,3,145,0,1,7,94519,31524,19400
932,2,1,1,0,3,58,0,5,7,94949,48567,16895
934,2,1,1,0,3,204,0,1,4,91108,78589,13540
939,1,2,1,0,3,99,0,1,4,90250,21018,93994
941,1,3,1,2,4,154,4,4,6,97355,21555,28234
947,2,2,1,0,3,122,0,1,7,94025,69074,40372
948,2,2,1,0,6,88,0,1,9,93722,20444,79727
949,2,2,1,6,0,503,0,1,4,95120,57059,38366
950,2,2,1,0,2,171,0,1,7,94086,47097,45775
952,1,2,1,0,6,132,0,1,6,95829,26665,25565
953,1,2,1,0,3,460,0,1,8,90280,14259,95000
954,2,2,1,0,5,189,0,1,10,90303,15780,26339
956,2,2,1,6,3,218,3,3,4,97202,34123,39229
958,2,2,1,7,3,206,5,1,9,98105,31239,45332
959,1,1,1,0,4,134,0,1,8,90066,39987,59031
963,2,2,1,0,3,122,0,1,9,94568,42534,47384
972,1,2,1,0,2,234,0,1,6,90046,54707,50499
973,1,2,1,7,4,248,4,1,8,97086,32987,26425
975,2,2,1,6,4,143,4,1,7,98144,37648,26429
977,1,2,1,0,8,85,0,5,5,94110,46951,72128
978,2,3,1,0,7,133,0,1,3,95843,24008,46775
983,2,2,1,0,3,106,0,1,8,94403,46432,39720
986,2,2,1,6,0,366,0,1,4,94121,44128,42104
991,1,3,3,4,4,93,5,2,3,98617,25022,1103
994,1,3,1,0,6,98,0,1,6,91016,31749,41985
995,1,2,1,0,6,233,0,1,3,94158,62385,5219
996,2,2,1,0,3,181,0,1,6,91504,34730,25228
997,1,3,2,4,7,141,8,1,4,98107,44232,21996
999,2,1,1,0,4,106,0,5,7,94102,30693,25881
1002,2,2,1,0,2,200,0,1,10,91326,42685,35900
1004,2,1,2,4,5,153,6,5,2,98682,22610,55759
1005,2,1,1,0,3,127,0,1,2,95051,43487,53152
1019,2,2,1,0,2,227,0,2,7,95054,43543,24408
1021,2,1,1,0,4,141,0,1,7,90505,38659,36306
1023,2,2,1,0,2,157,0,1,7,94114,79583,31397
1024,2,1,1,0,3,70,0,1,9,90704,28436,3960
1026,1,2,1,0,6,98,0,5,7,95035,33711,68178
1029,2,2,1,6,0,402,0,1,10,94107,71298,27856
1030,2,1,1,0,3,127,0,1,4,90035,47129,30999
1032,2,2,1,0,3,364,0,1,9,92868,24453,27149
1034,1,2,1,0,4,160,0,1,2,91604,67802,28468
1038,2,1,1,0,3,427,0,1,8,90064,54737,26103
1039,1,2,1,7,4,277,4,1,8,97086,32987,26425
1041,1,2,1,5,2,286,4,3,3,97211,29956,32376
1042,1,1,1,5,3,88,3,1,8,98362,25914,22052
1043,1,2,1,7,3,204,7,3,7,98121,61431,12183
1044,2,1,1,0,4,83,0,1,4,91902,37625,18579
1048,2,2,1,0,5,128,0,1,10,92629,51346,27173
1054,2,1,1,0,4,111,0,1,7,92883,35017,30364
1055,2,1,1,0,3,112,0,1,6,94115,67897,33782
1056,2,2,1,0,5,138,0,3,8,95117,29481,32277
1062,2,1,1,0,3,131,0,1,4,95122,16143,55438
1063,2,2,1,4,4,232,6,1,8,98199,58018,20623
1067,1,2,1,0,5,179,0,2,4,90802,32208,39297
1069,1,2,1,0,3,67,0,1,8,94534,38542,36560
1070,2,2,1,0,3,127,0,5,3,94541,24755,61311
1072,2,2,3,0,5,103,0,1,5,92657,103549,10078
1075,2,2,1,0,2,200,0,1,8,92054,25551,42751
1080,1,2,1,0,3,198,0,1,8,90043,24812,43527
1083,2,2,2,6,3,200,0,1,9,98107,44232,21996
1084,2,1,2,7,4,106,8,1,4,98058,33763,43971
1087,2,2,1,0,5,90,0,1,8,90814,41248,18937
1093,1,2,1,0,3,159,0,1,8,94607,24142,25107
1094,1,2,1,0,2,281,0,1,3,91355,41681,32282
1095,2,1,1,0,3,118,0,1,8,95060,34949,46688
1100,1,2,3,0,5,130,0,1,3,95823,16192,74154
1102,2,2,1,0,2,329,0,1,7,91764,16902,53688
1105,2,2,1,0,2,365,0,1,7,90806,17303,43176
1107,2,1,1,0,3,128,0,1,9,92277,19644,23691
1108,2,2,1,0,6,118,0,1,9,94619,38901,22809
1114,1,2,1,0,5,181,0,2,8,94541,24755,61311
1115,2,2,2,6,3,87,7,3,5,98671,29865,22496
1117,2,-1,1,0,2,200,0,1,5,91201,24719,23272
1122,1,2,1,0,2,200,0,1,8,93103,34673,20607
1123,2,3,2,4,5,223,3,3,8,97206,24784,48384
1125,2,2,3,0,0,179,0,1,8,95624,29126,62335
1128,1,3,1,0,3,181,0,1,8,91977,23768,60542
1130,2,2,3,0,3,168,0,1,8,92110,31243,27444
1132,2,2,1,0,5,110,0,1,9,90014,27661,6008
1138,1,3,1,0,4,200,0,1,3,97114,23177,4935
1140,2,1,1,0,3,158,0,3,4,94086,47097,45775
1148,2,1,1,6,4,220,8,5,4,98122,43230,32722
1150,1,1,1,0,3,392,0,1,4,91405,17645,54435
1153,2,2,2,6,4,102,0,5,8,98034,40753,38234
1154,1,2,1,0,3,206,0,1,7,90008,24086,33280
1157,1,2,1,4,8,92,8,1,6,99352,38705,27833
1158,2,2,1,0,4,200,0,1,5,94132,31418,31080
1159,2,1,2,7,5,68,0,5,5,97330,26929,42120
1162,1,2,1,0,3,309,0,1,9,92648,50941,45598
1164,2,1,1,0,4,370,0,1,8,94087,52479,54362
1165,2,2,1,0,3,170,0,3,8,91791,29182,31796
1169,1,2,1,2,3,161,4,1,1,98037,28077,27546
1170,2,2,1,0,3,66,0,1,7,94610,57078,29978
1174,2,1,2,6,7,86,0,1,5,98037,28077,27546
1175,1,3,1,0,6,117,0,1,3,92586,24051,19091
