id,v1,v2,v3,v4,v5,price,v6,v7,v8,zipcode,made_purchase
13972,2,1,3,6,5,128,7,1,7,98199,1
27936,2,1,1,0,6,92,0,3,6,93723,0
15946,1,2,1,0,4,147,0,1,8,94582,0
51428,1,3,1,0,4,206,0,5,8,92867,1
2748,2,2,1,0,2,201,0,3,9,90024,1
26510,2,2,1,6,0,152,0,1,8,98112,0
47894,2,2,1,0,3,201,0,1,2,95833,0
7308,2,1,1,0,6,92,0,1,5,91010,0
33627,2,2,1,6,0,34,0,1,8,92103,0
12381,1,1,1,0,4,139,0,1,4,92672,0
7645,2,2,1,0,3,108,0,1,8,93635,0
45156,2,2,1,6,0,35,0,1,8,94107,0
53651,1,3,1,0,6,118,0,1,6,91304,0
22446,2,2,2,3,6,278,5,1,8,98031,0
39868,2,1,1,7,3,177,4,1,4,98007,0
5685,2,1,1,0,4,105,0,1,7,94588,0
23015,1,2,3,0,6,57,0,1,3,94605,0
16446,2,2,1,0,2,155,0,1,7,94110,0
48827,2,2,3,0,8,169,0,1,8,92585,0
26882,2,2,1,6,4,241,0,1,8,97001,0
48551,2,2,1,0,3,192,0,5,7,94132,0
48689,2,3,1,0,8,152,0,1,8,93117,0
47607,1,2,3,0,4,70,0,1,5,95832,0
26360,1,2,1,6,2,187,8,1,10,98026,0
45216,1,1,1,4,0,116,0,2,3,98277,0
37709,1,1,1,0,7,91,0,1,8,94705,0
42560,1,2,3,0,0,166,0,1,8,95816,0
38,2,2,1,0,4,199,0,1,8,90048,1
28484,1,3,1,0,5,138,0,5,4,90808,0
13191,1,2,1,0,4,82,0,1,6,93726,0
22761,1,1,1,7,4,89,8,3,4,97222,0
36720,2,2,3,0,2,224,0,1,8,94134,1
21081,2,1,1,0,4,200,0,1,8,95677,0
6660,2,2,1,0,6,111,0,1,8,94545,0
14598,2,2,2,6,5,135,6,1,8,97206,1
40030,2,2,3,0,6,85,0,1,3,95818,0
25025,1,2,1,0,5,200,0,1,8,92882,0
47227,2,2,1,7,3,220,4,2,9,98007,0
6164,2,2,1,0,4,190,0,1,2,91304,0
26057,2,1,1,0,4,118,0,1,9,94114,0
59013,2,2,1,0,2,243,0,1,8,91606,0
53506,2,2,2,7,3,247,0,1,4,98103,0
53111,2,1,1,0,4,203,0,5,9,94506,0
10488,1,3,1,0,6,135,0,1,9,93635,0
7830,2,2,1,0,2,159,0,1,7,92109,0
39127,1,1,1,0,3,224,0,1,8,90034,0
20580,2,3,1,3,6,181,6,1,6,98036,0
39345,2,2,1,0,6,221,0,5,8,90805,1
19193,2,1,1,0,3,101,0,1,9,92037,0
11244,2,1,1,0,4,92,0,1,8,95129,0
46863,1,2,1,0,5,164,0,5,7,90039,1
5607,2,1,1,0,3,210,0,1,4,92236,0
27961,2,2,1,6,0,36,0,1,8,94965,0
30640,2,1,1,4,6,133,0,1,5,97420,0
35940,1,3,1,0,4,70,0,1,1,91767,0
19936,2,2,1,0,3,390,0,1,4,91602,0
29267,1,1,3,0,4,71,0,1,8,95991,1
57171,2,2,1,0,4,200,0,1,5,90011,0
28924,2,2,1,0,3,245,0,1,7,94080,0
53328,2,3,2,7,8,130,7,5,8,98115,1
54770,2,1,2,7,6,103,8,1,4,98208,0
36459,2,-1,1,0,7,200,0,1,3,98329,0
24598,2,1,1,0,4,94,0,5,4,94539,0
8810,2,1,1,0,4,104,0,1,5,94403,1
56016,2,1,1,0,3,96,0,1,3,92832,0
18041,1,3,1,7,8,118,8,3,2,97211,0
3637,2,2,2,7,5,72,0,5,8,98119,0
56757,2,2,1,6,3,209,5,1,8,98007,1
43154,2,2,1,0,3,147,0,1,9,94937,0
8522,1,1,1,2,3,204,6,2,7,98204,0
32894,1,3,1,0,6,133,0,1,8,93590,1
57134,1,1,1,0,3,200,0,1,3,94122,0
35060,1,1,1,0,3,125,0,1,4,90046,0
24223,1,2,1,0,3,205,0,1,8,91364,0
38796,2,2,1,0,3,237,0,1,4,94134,0
19151,2,2,1,0,2,79,0,5,4,94608,1
18426,1,2,1,0,4,141,0,1,5,94608,0
13160,2,-1,1,0,3,200,0,1,10,91306,0
22124,2,1,1,0,6,111,0,1,10,94403,1
58931,1,1,1,0,4,66,0,1,7,94602,0
9233,2,2,1,0,3,121,0,1,4,94109,0
5452,2,2,1,6,0,36,0,1,8,94102,0
8497,2,2,1,0,3,112,0,1,7,92120,1
41312,2,1,1,0,4,103,0,1,9,94066,0
37075,1,2,1,0,2,676,0,1,8,92675,0
53367,2,2,3,0,0,186,0,1,9,92506,0
40292,2,1,1,2,6,119,8,1,4,98683,0
44127,2,1,1,0,5,123,0,1,9,90013,0
31199,2,2,1,0,3,160,0,3,3,94501,1
39502,2,1,1,0,4,200,0,1,1,94025,0
49197,2,2,1,1,2,149,0,5,3,98203,1
47070,1,2,1,4,4,197,5,4,9,97030,0
58655,1,2,1,2,2,348,4,1,3,97008,0
26305,2,2,1,0,7,125,0,1,3,94541,0
18659,1,2,1,0,3,126,0,1,6,94702,0
24511,2,2,1,0,3,185,0,1,6,95054,0
627,1,1,1,0,5,110,0,1,10,92101,0
11005,1,2,1,0,3,85,0,1,9,92807,0
50443,2,1,3,0,3,108,0,1,9,91911,1
13837,2,2,1,6,0,394,0,1,8,95133,0
14312,2,2,1,0,3,82,0,1,7,90404,0
4591,2,1,1,0,5,52,0,1,5,94806,0
14708,2,1,1,0,6,98,0,1,5,92833,0
43820,2,2,1,0,4,112,0,1,8,91737,0
50721,2,1,2,6,7,164,5,3,8,98512,1
29777,2,2,1,0,4,154,0,1,8,91105,0
23216,1,2,1,4,2,293,4,2,7,97203,0
14750,2,1,1,0,3,347,0,1,8,95136,0
6649,2,2,1,0,4,292,0,1,7,91306,0
23340,2,1,1,0,3,194,0,1,9,94043,0
34227,2,2,1,0,5,228,0,1,6,90715,0
12980,1,1,1,0,3,177,0,2,4,95616,1
26616,2,2,1,0,2,194,0,1,9,94538,1
13045,2,3,2,6,5,96,6,3,8,97203,1
30058,1,2,1,2,2,257,4,1,8,97304,0
21178,2,2,1,7,3,114,0,3,4,98105,0
38894,2,1,1,0,5,171,0,1,3,92595,0
22422,2,1,1,2,4,181,6,2,7,97062,1
21269,2,1,1,0,4,94,0,1,3,92603,0
31934,2,2,1,6,0,35,0,1,8,94609,0
44298,1,2,1,0,3,367,0,1,9,95758,0
13230,1,3,1,0,6,158,0,1,8,95608,1
24696,2,2,3,0,4,51,0,1,8,95824,1
15897,1,1,1,0,5,62,0,1,6,95014,0
37692,2,2,1,0,3,274,0,1,7,91786,0
10999,2,3,1,0,6,153,0,1,8,90017,0
51671,2,1,1,4,4,70,6,1,5,98661,0
44665,2,2,1,0,3,200,0,1,4,90006,0
39981,2,1,1,0,3,128,0,1,7,94536,0
36973,2,1,1,0,3,200,0,1,7,91010,0
22269,2,2,1,0,2,200,0,1,4,92028,0
31697,2,2,1,6,0,399,0,1,7,95403,0
52326,2,2,1,0,3,138,0,1,7,94704,0
34801,2,2,2,5,3,242,6,3,3,98371,0
50235,2,-1,1,0,5,200,0,1,3,94550,0
18691,2,2,1,0,3,202,0,3,7,94401,0
42369,1,2,1,0,2,200,0,1,7,93726,0
15853,2,1,1,0,4,88,0,1,4,92120,1
35552,2,2,1,0,2,291,0,1,7,90805,1
28789,2,2,1,6,0,446,0,1,7,94063,0
59817,2,1,1,0,3,259,0,1,9,94087,0
33770,1,1,1,0,4,125,0,1,5,92103,0
54620,2,2,1,0,3,163,0,1,3,95821,0
53943,1,2,1,2,2,257,4,1,9,98045,0
16398,2,2,1,6,3,110,6,3,8,97211,1
19228,1,2,1,7,2,123,0,2,7,98499,1
58950,2,3,1,0,4,198,0,3,7,91403,1
37080,1,2,1,0,3,141,0,3,4,94086,0
56058,2,2,1,0,2,200,0,1,8,92126,0
27901,2,2,2,5,2,160,4,1,7,98042,0
24331,1,3,1,4,5,167,4,1,5,97470,0
39424,2,2,1,0,2,250,0,1,7,91030,0
9111,1,1,1,4,7,104,4,1,3,98403,0
34259,2,3,1,2,7,173,5,1,3,99301,0
14276,2,-1,1,0,4,200,0,1,4,91505,0
57549,2,1,1,0,6,65,0,1,8,95341,1
35961,2,2,1,0,3,200,0,1,8,94536,0
30798,1,3,1,0,4,167,0,5,7,94525,0
24073,1,2,1,0,2,177,0,1,7,94610,1
52635,2,2,1,0,4,219,0,2,3,90048,1
21771,2,2,3,4,3,134,0,1,2,98375,0
17235,2,1,3,0,5,122,0,1,5,92620,0
10204,2,2,1,0,3,131,0,1,8,94122,1
10295,2,2,1,6,0,101,0,1,8,97219,0
28822,2,1,1,0,6,142,0,1,8,91016,1
15125,2,3,1,0,3,200,0,1,7,90250,0
12930,2,2,1,0,4,124,0,1,7,94530,0
40319,1,3,1,0,4,144,0,3,9,92028,0
2850,1,3,2,6,4,210,7,1,8,98178,0
41901,1,2,1,0,3,140,0,1,7,90029,0
21038,2,2,1,0,3,137,0,1,7,90028,0
24448,1,1,1,0,4,85,0,1,4,95403,0
49079,1,1,1,7,0,89,0,5,8,97217,0
54931,2,2,1,6,0,34,0,1,8,92801,0
16890,2,3,1,0,3,170,0,5,7,94523,1
57454,1,2,1,0,3,132,0,1,8,94111,0
43542,2,2,1,6,0,34,0,1,8,94117,0
41030,2,2,1,0,6,120,0,1,7,95616,0
3159,2,2,1,0,5,52,0,1,5,94116,0
23625,1,3,1,0,3,153,0,1,9,94546,0
28563,2,3,1,0,3,271,0,1,9,92701,0
33489,1,2,1,0,4,106,0,1,8,94066,0
41737,2,2,1,0,3,135,0,1,4,94539,0
54732,2,2,1,6,0,34,0,1,8,94609,0
36959,2,-1,1,0,6,200,0,1,8,94118,0
25607,2,2,2,6,2,261,7,1,4,98005,0
32400,2,2,1,0,2,462,0,1,8,92543,0
3496,1,3,1,5,3,328,6,1,7,98155,0
15591,2,1,1,0,4,61,0,1,7,94587,0
23736,1,1,1,0,3,172,0,1,6,91910,0
11819,1,3,1,7,3,120,7,5,9,97202,0
49719,1,2,1,0,3,242,0,1,6,90016,0
9137,2,2,1,0,3,153,0,1,4,93705,0
48014,1,-1,1,0,2,200,0,1,8,98501,0
32679,2,1,2,7,4,120,7,2,4,98072,0
39580,2,1,1,0,6,151,0,1,2,90020,0
10261,2,2,1,6,3,152,7,1,9,98003,0
37830,2,2,1,6,0,351,0,1,4,94112,0
18637,1,2,1,6,4,251,7,1,7,98104,0
43296,2,2,1,0,2,180,0,3,7,94040,1
23839,2,2,1,0,7,200,0,1,8,91040,0
57922,2,2,1,0,3,71,0,1,8,94080,1
57804,2,1,1,0,3,151,0,1,2,93722,1
43422,2,1,1,7,3,227,8,1,4,98101,0
15369,1,2,1,0,3,465,0,1,8,90026,0
13252,2,2,1,0,2,200,0,1,7,91711,0
35434,2,2,1,0,2,202,0,1,7,94133,0
15984,2,2,1,0,3,232,0,1,9,94123,0
31730,2,2,3,4,2,224,0,2,7,97502,0
46918,2,2,3,1,4,118,5,1,3,98541,0
10041,2,1,1,6,4,162,4,2,7,97124,0
24161,2,1,2,7,4,146,8,1,7,98144,0
28173,2,1,1,4,7,74,0,5,8,97741,0
51862,1,3,1,0,7,65,0,1,4,94116,0
55302,1,2,1,0,5,79,0,1,9,95035,0
52689,1,2,1,4,2,400,0,1,7,98012,1
40275,2,2,3,1,2,588,5,1,2,99202,0
56761,2,2,1,0,4,282,0,1,3,90266,0
30851,2,3,1,0,6,72,0,1,9,95901,0
34439,2,2,1,0,6,148,0,1,8,91001,1
20091,1,2,1,0,2,269,0,2,4,90405,1
20747,2,2,1,0,2,262,0,1,8,90250,0
1197,2,2,1,0,3,207,0,5,8,91331,1
30034,2,1,1,0,3,232,0,1,7,90292,0
52028,1,2,1,0,5,116,0,1,8,94578,0
377,2,1,1,0,5,226,0,1,3,94520,0
4304,2,1,1,0,4,108,0,1,10,95133,0
9808,2,2,1,0,4,152,0,1,8,90715,0
46009,2,2,1,0,2,83,0,1,7,95110,0
43909,2,2,1,6,0,35,0,1,8,94105,0
58045,2,2,3,5,2,201,6,1,7,98008,0
27860,2,3,1,0,4,129,0,1,9,94114,0
4443,1,2,1,0,3,225,0,1,4,91405,0
38749,2,2,1,0,3,178,0,1,8,90249,1
45304,1,2,1,0,3,142,0,1,7,90025,1
8188,1,2,1,0,3,296,0,1,3,91737,0
23684,2,3,1,0,5,332,0,1,7,95823,1
13436,1,3,1,4,4,436,3,1,8,98499,1
3462,1,3,1,0,4,78,0,5,7,91307,0
23641,1,2,1,6,2,234,6,1,10,98133,0
3878,2,1,1,0,3,142,0,1,4,94401,0
13489,1,1,1,0,5,116,0,1,7,90640,0
3263,2,1,1,0,3,107,0,1,3,95132,0
40024,2,2,1,0,4,187,0,1,2,91335,0
17779,1,2,1,7,3,288,4,3,7,97214,0
6014,1,2,1,0,4,198,0,1,4,91344,0
4294,1,2,1,0,3,200,0,1,6,90221,0
52569,2,2,1,0,3,200,0,1,8,90650,0
45034,2,2,1,2,2,316,5,2,8,97230,0
48756,1,2,1,0,2,164,0,1,7,91773,0
58638,1,-1,1,0,4,200,0,1,8,97229,0
6186,2,2,1,0,3,147,0,2,7,94114,1
5913,1,1,1,6,4,105,6,1,9,97009,0
47692,1,2,1,6,3,182,0,1,9,98119,0
46840,2,2,1,6,2,143,7,1,7,98144,0
563,1,2,1,0,5,101,0,1,9,90028,0
46509,2,2,1,0,6,135,0,1,9,92025,0
43543,2,3,1,0,9,155,0,1,8,90018,0
37617,1,2,1,0,2,312,0,1,8,91604,1
28708,2,2,2,4,7,91,0,1,8,98363,0
9351,2,-1,1,0,9,200,0,1,8,90291,0
491,2,1,1,0,7,200,0,1,8,92115,0
27009,2,2,1,0,2,346,0,1,7,90247,0
29386,2,2,1,4,2,114,4,1,9,98118,0
23255,2,2,1,0,3,156,0,3,7,90249,0
27736,2,3,1,0,6,121,0,5,6,91316,0
42575,1,3,1,0,4,181,0,1,6,93436,1
3301,1,2,1,0,2,384,0,1,7,95903,0
21176,2,2,1,6,3,191,6,3,4,97202,0
47916,2,1,1,0,3,141,0,1,9,94041,0
49879,2,2,2,6,0,110,0,1,8,97212,0
14190,2,1,1,0,4,200,0,1,9,93611,0
21127,1,2,1,0,3,149,0,1,3,91702,1
51140,2,2,1,0,3,170,0,1,9,94158,0
50953,2,2,1,6,0,34,0,1,8,95037,0
17659,2,1,2,7,4,84,8,3,4,98052,0
8776,1,2,1,0,3,122,0,1,4,94102,0
42013,1,2,1,0,4,436,0,1,2,91340,0
6195,2,2,1,0,2,373,0,1,1,91604,1
2013,1,2,1,7,3,173,5,4,7,97214,1
59639,2,1,1,6,3,142,0,1,5,99208,0
2082,2,2,1,0,3,200,0,1,9,92040,0
20193,2,1,1,0,4,89,0,5,4,91791,0
54603,1,2,3,6,4,167,0,1,8,94565,1
36831,1,2,2,6,6,151,0,1,4,98019,0
17083,2,2,1,0,2,404,0,1,8,92843,0
44023,1,2,1,0,3,200,0,1,7,91205,0
49766,1,2,1,0,4,108,0,1,8,90046,0
18752,2,2,1,0,4,125,0,1,8,94403,0
29389,1,3,1,0,5,200,0,1,4,93612,0
41609,2,1,1,0,6,129,0,3,7,91723,0
38272,2,-1,1,0,3,200,0,1,8,97035,0
38418,2,2,1,0,3,264,0,1,3,90706,0
58340,2,1,1,2,5,219,0,5,3,97212,1
24744,1,2,1,0,3,71,0,1,2,94607,1
7124,2,2,1,6,0,35,0,1,8,95624,0
31382,2,1,1,0,3,185,0,1,7,94521,1
13428,1,2,1,6,3,200,0,2,7,97211,0
29018,1,2,1,0,4,117,0,1,4,94704,0
22086,2,2,1,0,2,203,0,1,8,94041,0
58661,1,3,1,0,7,194,0,1,7,90404,0
23165,2,2,1,4,2,456,4,1,10,98012,1
13675,2,2,3,5,2,317,0,1,1,97006,1
37181,1,2,1,0,3,138,0,5,7,94063,0
8145,1,2,1,0,3,157,0,3,7,91748,1
57709,1,2,1,0,2,299,0,1,3,92507,0
30724,2,1,1,0,4,200,0,1,8,92127,0
9727,1,1,1,0,6,75,0,3,3,90028,0
37094,2,2,3,0,4,57,0,1,8,92251,1
58808,2,2,1,0,2,311,0,1,4,90278,0
39889,2,2,1,0,6,173,0,1,8,90063,0
24986,1,2,1,5,2,230,5,1,7,98105,0
19285,2,2,1,0,6,75,0,1,8,95841,1
49816,2,2,1,0,6,67,0,1,8,92241,0
8578,1,2,1,6,2,200,0,1,7,98037,0
11500,2,2,1,0,3,106,0,5,7,94960,1
53480,1,2,1,0,4,206,0,1,9,94580,0
18376,1,2,1,0,3,129,0,5,9,94597,0
21666,2,1,1,7,3,137,8,1,4,98102,0
46751,1,2,1,0,4,148,0,1,4,94117,0
11532,2,2,1,5,5,121,5,1,8,98125,0
1060,2,2,3,4,6,118,6,5,7,99223,1
24247,2,1,1,0,5,119,0,1,8,92708,0
28812,1,2,1,6,5,181,5,1,3,98208,1
25155,2,2,2,2,2,523,0,1,3,97222,0
20442,1,2,1,0,4,168,0,1,4,94401,1
51667,1,2,3,0,6,105,0,1,8,94707,1
27137,2,2,1,6,0,34,0,1,8,95403,0
31827,2,2,1,0,2,147,0,2,7,94086,1
57470,1,-1,1,0,3,200,0,1,3,94509,0
46185,2,1,1,0,4,112,0,1,7,94107,0
12454,1,2,1,0,2,181,0,1,9,95608,0
18411,2,2,1,0,3,102,0,1,8,91016,0
57913,2,3,1,0,7,162,0,1,5,94123,0
34872,1,2,1,6,7,135,0,5,8,97214,0
45360,2,2,1,7,3,134,8,1,9,98052,0
22221,2,2,1,0,2,228,0,1,3,92647,1
45858,2,1,1,0,3,54,0,1,8,94043,0
32055,2,2,1,0,3,97,0,1,8,90710,0
54488,1,2,1,0,4,68,0,1,8,95453,0
11047,2,2,3,0,0,107,0,1,8,94118,0
16824,2,2,1,0,3,143,0,3,7,94544,0
5661,2,2,1,6,4,133,5,2,4,97006,1
12548,2,2,1,6,0,34,0,1,8,94530,0
58245,1,3,1,0,4,156,0,1,8,94404,0
17663,2,2,1,0,4,190,0,1,4,90732,1
43275,2,1,1,0,4,87,0,1,8,94538,0
46833,2,2,1,0,2,95,0,2,8,94102,1
6284,1,1,3,0,6,96,0,1,3,92683,0
14282,2,1,3,0,0,117,0,1,7,95126,0
16126,2,1,1,0,3,149,0,1,8,93308,0
6024,2,2,3,0,8,103,0,1,4,95442,0
7028,1,2,1,4,3,140,0,1,3,97850,1
59079,1,3,2,2,5,198,5,1,3,97266,0
58769,1,3,1,0,4,150,0,1,8,92655,1
8170,2,2,1,5,4,224,7,2,3,98058,0
53955,1,1,1,5,3,200,0,1,7,98101,0
34346,1,2,2,6,6,207,4,1,4,98177,0
23568,1,3,1,0,3,72,0,1,9,92703,0
26806,2,2,1,0,3,222,0,1,8,94134,1
42104,1,2,1,0,3,195,0,1,8,90025,0
4917,2,2,1,0,3,214,0,1,9,94080,0
20221,2,2,1,0,3,156,0,1,6,94702,0
40569,2,2,1,6,3,174,8,5,6,98682,0
18888,2,2,1,0,2,109,0,1,8,94805,0
49553,2,2,3,0,3,78,0,1,8,92029,0
12822,2,3,1,0,5,154,0,1,7,94112,0
29672,1,2,3,5,2,363,3,1,8,97230,1
16449,2,2,1,0,2,189,0,1,7,91387,0
11442,1,2,1,4,3,150,4,1,9,98597,0
56642,2,1,1,0,3,103,0,1,9,94112,0
19170,2,1,1,0,8,200,0,1,6,90806,0
28508,2,1,1,0,4,110,0,1,2,94127,0
1668,2,1,2,1,6,98,7,2,5,97007,0
32618,2,2,1,6,3,121,7,1,9,98249,0
38384,2,-1,1,0,2,200,0,1,8,92084,0
35525,2,2,1,6,0,111,0,1,4,98103,0
19181,1,1,1,7,4,112,8,1,4,98121,0
53090,1,2,1,0,2,101,0,1,4,94612,1
37310,1,3,1,0,4,142,0,1,9,95825,0
18046,2,2,1,6,0,36,0,1,8,94403,0
23127,1,1,1,0,4,129,0,1,3,94553,0
9560,2,2,1,0,3,108,0,1,7,95829,0
51384,1,2,2,6,4,103,7,1,4,98103,0
56777,2,2,1,0,3,80,0,1,4,90201,0
33576,2,1,2,1,5,140,7,5,4,98119,0
19631,2,2,3,0,0,215,0,1,8,92595,0
59366,2,2,1,6,0,439,0,1,4,94546,0
13988,2,2,1,0,3,213,0,1,7,90046,1
36494,2,3,1,0,5,87,0,1,9,94553,0
6444,2,2,1,0,4,161,0,1,2,94710,0
29010,1,2,1,0,3,167,0,5,4,90057,1
5924,2,-1,3,0,0,200,0,1,4,90025,0
9600,1,2,3,5,2,371,0,3,7,97305,0
16856,2,2,1,0,3,65,0,1,10,92101,0
34775,2,2,3,2,2,731,0,1,7,98007,0
43580,1,2,1,0,2,200,0,1,3,90745,0
9858,2,-1,1,0,4,200,0,1,8,98115,0
51604,2,1,1,0,6,102,0,1,8,92019,1
42200,2,2,1,0,2,153,0,1,8,94123,0
45285,2,1,2,6,4,200,0,1,4,98116,0
8760,2,2,1,0,3,180,0,5,4,95050,1
21324,1,2,1,0,3,273,0,1,3,95827,0
40098,2,3,1,0,4,77,0,1,9,95476,0
31194,2,2,1,0,3,155,0,1,7,90037,0
20831,2,1,1,0,5,81,0,1,8,95003,0
14324,2,1,1,0,4,90,0,3,9,94559,0
3466,2,2,1,0,3,241,0,1,4,94043,0
14090,2,1,2,7,6,74,8,5,7,97227,0
53000,2,-1,3,0,0,200,0,1,8,90029,0
48340,1,2,1,2,5,107,3,1,3,98221,0
44510,2,1,1,0,3,200,0,1,10,95035,0
9224,2,2,1,7,3,107,7,1,5,98125,1
7428,1,2,1,0,2,263,0,1,8,94110,1
58036,2,2,1,0,3,171,0,5,7,91204,1
25967,1,2,1,0,3,200,0,1,6,93105,0
27627,2,1,1,0,5,100,0,1,10,92336,0
9842,2,2,3,0,2,81,0,1,7,90248,1
34825,2,1,3,0,5,103,0,1,8,92571,1
16121,2,2,1,0,5,152,0,1,8,91604,0
13699,1,3,1,0,6,55,0,1,8,92392,0
41150,2,1,1,0,3,82,0,1,4,90036,0
16839,2,3,2,7,8,165,0,3,6,97128,0
48244,2,2,1,0,5,156,0,1,4,90401,1
5591,2,2,1,2,4,200,0,1,3,97217,0
48935,2,2,1,0,6,98,0,1,5,95824,0
25444,1,3,1,0,7,98,0,1,6,95648,0
44996,1,2,1,4,6,185,5,1,6,97218,0
39430,1,2,1,0,4,110,0,3,3,92706,1
26461,1,2,2,4,6,119,0,1,8,98103,0
37331,2,2,1,0,3,127,0,1,10,91601,0
28,1,3,1,0,8,88,0,5,9,93420,0
12931,2,2,1,0,2,401,0,1,8,93405,0
41955,2,2,1,0,3,172,0,1,3,90024,0
12807,2,1,2,7,4,100,8,1,7,98023,0
48445,2,-1,1,0,3,200,0,1,8,90022,0
18318,2,1,1,0,6,179,0,1,5,93722,0
40933,1,1,1,0,3,93,0,1,9,92840,0
55510,1,2,2,7,4,135,7,3,8,98109,1
6891,2,1,1,0,6,172,0,1,4,95136,0
7601,1,2,1,0,2,367,0,1,8,95355,0
40364,2,2,1,0,2,97,0,1,10,95212,0
25528,2,1,1,0,6,90,0,1,3,91765,0
49657,2,2,1,0,3,461,0,1,4,90046,0
57811,2,2,3,5,2,501,4,1,4,98074,0
4195,1,3,1,0,5,124,0,1,8,92020,0
27361,1,2,1,4,4,345,3,1,9,98407,0
41750,2,3,1,0,7,149,0,1,8,92677,0
5174,1,2,2,2,5,83,6,1,8,98520,0
59086,2,1,1,0,4,123,0,3,4,90036,1
15061,2,2,3,0,2,362,0,1,8,90036,1
2948,2,1,1,0,7,143,0,1,7,94103,0
40838,2,3,1,0,4,171,0,1,6,94561,0
46823,1,2,1,0,6,200,0,1,6,92683,0
21040,2,-1,3,0,0,200,0,1,4,94109,0
21803,2,1,1,0,4,75,0,3,6,91311,0
17082,2,2,1,6,4,244,4,1,8,98104,1
4759,2,2,1,0,3,142,0,1,2,94131,0
21744,2,1,1,0,7,157,0,5,8,90035,1
10591,2,2,1,0,4,429,0,1,7,90069,0
31892,1,2,1,0,3,200,0,1,4,90046,0
29982,1,2,1,7,4,342,4,1,8,97086,0
56223,2,2,1,0,2,346,0,1,7,90024,0
20306,1,1,1,3,3,88,8,1,4,98103,1
27646,2,1,1,0,5,100,0,1,4,93012,0
4910,1,1,1,0,6,121,0,5,8,92544,0
51167,2,2,1,0,3,234,0,1,8,91350,1
23537,2,2,1,0,2,315,0,1,4,90260,0
43776,1,2,1,0,2,242,0,2,9,90278,0
10217,2,1,1,0,8,51,0,1,1,92110,0
27052,2,1,3,0,3,165,0,1,7,95014,1
45815,1,3,2,2,6,200,0,1,3,97058,0
3727,1,2,1,6,0,144,0,2,7,97219,0
48482,1,2,1,0,3,177,0,1,4,94109,1
17912,2,1,1,0,6,66,0,1,8,95603,0
21691,2,3,1,0,5,132,0,1,8,94130,1
18564,2,1,1,0,6,64,0,1,8,91745,0
2223,1,3,2,6,6,102,6,5,1,97217,0
30857,2,-1,1,0,2,200,0,1,7,95821,0
40385,2,2,1,6,3,202,5,1,6,98122,0
53719,2,1,2,6,4,74,8,1,4,98052,1
1519,2,2,1,0,3,315,0,1,8,92103,0
58823,2,2,1,0,3,182,0,1,7,94609,1
18014,2,1,2,6,6,200,0,1,10,98296,0
55851,2,2,1,0,8,159,0,5,8,92103,0
40892,1,1,1,0,6,98,0,5,5,94577,0
26585,2,1,1,0,4,159,0,1,8,95834,0
48554,2,1,2,2,3,158,4,1,9,98682,0
2349,1,2,3,0,6,70,0,1,3,90059,0
43947,2,2,1,0,3,618,0,1,5,90015,0
